index_rc,col,row,col_row,x_cent_geo,y_cent_geo,x1_nw_geo,y1_nw_geo,x2_sw_geo,y2_sw_geo,x3_se_geo,y3_se_geo,x4_ne_geo,y4_ne_geo,sh,hh,ni,hb,nw,he,rp,bw,by,sl,be,bb,mv,sn,st,th
15067,67,15,67 - 015,14.1142193103,53.9981261040,14.0536089976,54.0382460937,14.0465258255,53.9621847609,14.1747179753,53.9579750033,14.1820245956,54.0340293485,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15068,68,15,68 - 015,14.2425105749,53.9938472207,14.1820245956,54.0340293485,14.1747179753,53.9579750033,14.3028849747,53.9536340954,14.3104149114,54.0296812361,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15069,69,15,69 - 015,14.3707762404,53.9894370972,14.3104149114,54.0296812361,14.3028849747,53.9536340954,14.4310260604,53.9491620743,14.4387791773,54.0252017941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15070,70,15,70 - 015,14.4990155419,53.9848957715,14.4387791773,54.0252017941,14.4310260604,53.9491620743,14.5591404697,53.9445589784,14.5671166270,54.0205910608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15071,71,15,71 - 015,14.6272277152,53.9802232825,14.5671166270,54.0205910608,14.5591404697,53.9445589784,14.6872274410,53.9398248473,14.6954264947,54.0158490761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15072,72,15,72 - 015,14.7554119972,53.9754196704,14.6954264947,54.0158490761,14.6872274410,53.9398248473,14.8152862136,53.9349597213,14.8237080160,54.0109758805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15073,73,15,73 - 015,14.8835676259,53.9704849762,14.8237080160,54.0109758805,14.8152862136,53.9349597213,14.9433160279,53.9299636423,14.9519604271,54.0059715160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15074,74,15,74 - 015,15.0116938401,53.9654192425,14.9519604271,54.0059715160,14.9433160279,53.9299636423,15.0713161253,53.9248366531,15.0801829657,54.0008360255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15075,75,15,75 - 015,15.1397898797,53.9602225125,15.0801829657,54.0008360255,15.0713161253,53.9248366531,15.1992857482,53.9195787975,15.2083748702,53.9955694531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15076,76,15,76 - 015,15.2678549860,53.9548948309,15.2083748702,53.9955694531,15.1992857482,53.9195787975,15.3272241403,53.9141901205,15.3365353802,53.9901718441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15077,77,15,77 - 015,15.3958884009,53.9494362433,15.3365353802,53.9901718441,15.3272241403,53.9141901205,15.4551305461,53.9086706683,15.4646637367,53.9846432446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15078,78,15,78 - 015,15.5238893679,53.9438467964,15.4646637367,53.9846432446,15.4551305461,53.9086706683,15.5830042116,53.9030204880,15.5927591814,53.9789837021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16000,0,16,00 - 016,5.5088353998,53.9088562647,5.4408595303,53.9445589784,5.4488079117,53.8685197657,5.5767000517,53.8731152422,5.5689739396,53.9491620743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16001,1,16,01 - 016,5.6368519767,53.9133900701,5.5689739396,53.9491620743,5.5767000517,53.8731152422,5.7046187290,53.8775798598,5.6971150253,53.9536340954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16002,2,16,02 - 016,5.7648947802,53.9177928895,5.6971150253,53.9536340954,5.7046187290,53.8775798598,5.8325631851,53.8819135802,5.8252820247,53.9579750033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16003,3,16,03 - 016,5.8929630492,53.9220646850,5.8252820247,53.9579750033,5.8325631851,53.8819135802,5.9605326604,53.8861163665,5.9534741745,53.9621847609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16004,4,16,04 - 016,6.0210560217,53.9262054202,5.9534741745,53.9621847609,5.9605326604,53.8861163665,6.0885263944,53.8901881827,6.0816907100,53.9662633320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16005,5,16,05 - 016,6.1491729347,53.9302150595,6.0816907100,53.9662633320,6.0885263944,53.8901881827,6.2165436258,53.8941289938,6.2099308661,53.9702106815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16006,6,16,06 - 016,6.2773130246,53.9340935685,6.2099308661,53.9702106815,6.2165436258,53.8941289938,6.3445835922,53.8979387661,6.3381938765,53.9740267756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16007,7,16,07 - 016,6.4054755268,53.9378409140,6.3381938765,53.9740267756,6.3445835922,53.8979387661,6.4726455308,53.9016174670,6.4664789743,53.9777115815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16008,8,16,08 - 016,6.5336596758,53.9414570638,6.4664789743,53.9777115815,6.4726455308,53.9016174670,6.6007286778,53.9051650649,6.5947853917,53.9812650676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16009,9,16,09 - 016,6.6618647054,53.9449419869,6.5947853917,53.9812650676,6.6007286778,53.9051650649,6.7288322685,53.9085815294,6.7231123601,53.9846872033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16010,10,16,10 - 016,6.7900898489,53.9482956534,6.7231123601,53.9846872033,6.7288322685,53.9085815294,6.8569555376,53.9118668313,6.8514591102,53.9879779592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16011,11,16,11 - 016,6.9183343384,53.9515180344,6.8514591102,53.9879779592,6.8569555376,53.9118668313,6.9850977193,53.9150209424,6.9798248721,53.9911373070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16012,12,16,12 - 016,7.0465974056,53.9546091024,6.9798248721,53.9911373070,6.9850977193,53.9150209424,7.1132580467,53.9180438355,7.1082088750,53.9941652196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16013,13,16,13 - 016,7.1748782816,53.9575688307,7.1082088750,53.9941652196,7.1132580467,53.9180438355,7.2414357525,53.9209354849,7.2366103476,53.9970616708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16014,14,16,14 - 016,7.3031761967,53.9603971939,7.2366103476,53.9970616708,7.2414357525,53.9209354849,7.3696300687,53.9236958656,7.3650285179,53.9998266359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16015,15,16,15 - 016,7.4314903805,53.9630941678,7.3650285179,53.9998266359,7.3696300687,53.9236958656,7.4978402269,53.9263249539,7.4934626132,54.0024600909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16016,16,16,16 - 016,7.5598200623,53.9656597291,7.4934626132,54.0024600909,7.4978402269,53.9263249539,7.6260654578,53.9288227274,7.6219118605,54.0049620133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16017,17,16,17 - 016,7.6881644705,53.9680938558,7.6219118605,54.0049620133,7.6260654578,53.9288227274,7.7543049917,53.9311891644,7.7503754861,54.0073323815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16018,18,16,18 - 016,7.8165228333,53.9703965270,7.7503754861,54.0073323815,7.7543049917,53.9311891644,7.8825580585,53.9334242449,7.8788527156,54.0095711751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16019,19,16,19 - 016,7.9448943781,53.9725677228,7.8788527156,54.0095711751,7.8825580585,53.9334242449,8.0108238875,53.9355279494,8.0073427743,54.0116783748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16020,20,16,20 - 016,8.0732783320,53.9746074246,8.0073427743,54.0116783748,8.0108238875,53.9355279494,8.1391017075,53.9375002600,8.1358448871,54.0136539625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16021,21,16,21 - 016,8.2016739217,53.9765156149,8.1358448871,54.0136539625,8.1391017075,53.9375002600,8.2673907469,53.9393411597,8.2643582783,54.0154979211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16022,22,16,22 - 016,8.3300803732,53.9782922772,8.2643582783,54.0154979211,8.2673907469,53.9393411597,8.3956902338,53.9410506328,8.3928821719,54.0172102348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16023,23,16,23 - 016,8.4584969125,53.9799373962,8.3928821719,54.0172102348,8.3956902338,53.9410506328,8.5239993957,53.9426286644,8.5214157914,54.0187908888,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16024,24,16,24 - 016,8.5869227650,53.9814509579,8.5214157914,54.0187908888,8.5239993957,53.9426286644,8.6523174600,53.9440752410,8.6499583601,54.0202398695,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16025,25,16,25 - 016,8.7153571556,53.9828329491,8.6499583601,54.0202398695,8.6523174600,53.9440752410,8.7806436536,53.9453903503,8.7785091009,54.0215571645,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16026,26,16,26 - 016,8.8437993093,53.9840833580,8.7785091009,54.0215571645,8.7806436536,53.9453903503,8.9089772032,53.9465739809,8.9070672364,54.0227427623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16027,27,16,27 - 016,8.9722484505,53.9852021737,8.9070672364,54.0227427623,8.9089772032,53.9465739809,9.0373173352,53.9476261225,9.0356319888,54.0237966527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16028,28,16,28 - 016,9.1007038034,53.9861893868,9.0356319888,54.0237966527,9.0373173352,53.9476261225,9.1656632757,53.9485467663,9.1642025804,54.0247188268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16029,29,16,29 - 016,9.2291645921,53.9870449886,9.1642025804,54.0247188268,9.1656632757,53.9485467663,9.2940142508,53.9493359043,9.2927782330,54.0255092764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16030,30,16,30 - 016,9.3576300405,53.9877689719,9.2927782330,54.0255092764,9.2940142508,53.9493359043,9.4223694861,53.9499935296,9.4213581682,54.0261679949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16031,31,16,31 - 016,9.4860993721,53.9883613303,9.4213581682,54.0261679949,9.4223694861,53.9499935296,9.5507282073,53.9505196366,9.5499416077,54.0266949764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16032,32,16,32 - 016,9.6145718105,53.9888220589,9.5499416077,54.0266949764,9.5507282073,53.9505196366,9.6790896398,53.9509142208,9.6785277728,54.0270902166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16033,33,16,33 - 016,9.7430465791,53.9891511535,9.6785277728,54.0270902166,9.6790896398,53.9509142208,9.8074530092,53.9511772789,9.8071158849,54.0273537119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16034,34,16,34 - 016,9.8715229012,53.9893486114,9.8071158849,54.0273537119,9.8074530092,53.9511772789,9.9358175406,53.9513088085,9.9357051652,54.0274854601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16035,35,16,35 - 016,10.0000000000,53.9894144309,9.9357051652,54.0274854601,9.9358175406,53.9513088085,10.0641824594,53.9513088085,10.0642948348,54.0274854601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16036,36,16,36 - 016,10.1284770988,53.9893486114,10.0642948348,54.0274854601,10.0641824594,53.9513088085,10.1925469908,53.9511772789,10.1928841151,54.0273537119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16037,37,16,37 - 016,10.2569534209,53.9891511535,10.1928841151,54.0273537119,10.1925469908,53.9511772789,10.3209103602,53.9509142208,10.3214722272,54.0270902166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16038,38,16,38 - 016,10.3854281895,53.9888220589,10.3214722272,54.0270902166,10.3209103602,53.9509142208,10.4492717927,53.9505196366,10.4500583923,54.0266949764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16039,39,16,39 - 016,10.5139006279,53.9883613303,10.4500583923,54.0266949764,10.4492717927,53.9505196366,10.5776305139,53.9499935296,10.5786418318,54.0261679949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16040,40,16,40 - 016,10.6423699595,53.9877689719,10.5786418318,54.0261679949,10.5776305139,53.9499935296,10.7059857492,53.9493359043,10.7072217670,54.0255092764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16041,41,16,41 - 016,10.7708354079,53.9870449886,10.7072217670,54.0255092764,10.7059857492,53.9493359043,10.8343367243,53.9485467663,10.8357974196,54.0247188268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16042,42,16,42 - 016,10.8992961966,53.9861893868,10.8357974196,54.0247188268,10.8343367243,53.9485467663,10.9626826648,53.9476261225,10.9643680112,54.0237966527,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16043,43,16,43 - 016,11.0277515495,53.9852021737,10.9643680112,54.0237966527,10.9626826648,53.9476261225,11.0910227968,53.9465739809,11.0929327636,54.0227427623,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16044,44,16,44 - 016,11.1562006907,53.9840833580,11.0929327636,54.0227427623,11.0910227968,53.9465739809,11.2193563464,53.9453903503,11.2214908991,54.0215571645,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16045,45,16,45 - 016,11.2846428444,53.9828329491,11.2214908991,54.0215571645,11.2193563464,53.9453903503,11.3476825400,53.9440752410,11.3500416399,54.0202398695,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16046,46,16,46 - 016,11.4130772350,53.9814509579,11.3500416399,54.0202398695,11.3476825400,53.9440752410,11.4760006043,53.9426286644,11.4785842086,54.0187908888,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16047,47,16,47 - 016,11.5415030875,53.9799373962,11.4785842086,54.0187908888,11.4760006043,53.9426286644,11.6043097662,53.9410506328,11.6071178281,54.0172102348,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16048,48,16,48 - 016,11.6699196268,53.9782922772,11.6071178281,54.0172102348,11.6043097662,53.9410506328,11.7326092531,53.9393411597,11.7356417217,54.0154979211,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16049,49,16,49 - 016,11.7983260783,53.9765156149,11.7356417217,54.0154979211,11.7326092531,53.9393411597,11.8608982925,53.9375002600,11.8641551129,54.0136539625,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16050,50,16,50 - 016,11.9267216680,53.9746074246,11.8641551129,54.0136539625,11.8608982925,53.9375002600,11.9891761125,53.9355279494,11.9926572257,54.0116783748,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16051,51,16,51 - 016,12.0551056219,53.9725677228,11.9926572257,54.0116783748,11.9891761125,53.9355279494,12.1174419415,53.9334242449,12.1211472844,54.0095711751,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16052,52,16,52 - 016,12.1834771667,53.9703965270,12.1211472844,54.0095711751,12.1174419415,53.9334242449,12.2456950083,53.9311891644,12.2496245139,54.0073323815,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16053,53,16,53 - 016,12.3118355295,53.9680938558,12.2496245139,54.0073323815,12.2456950083,53.9311891644,12.3739345422,53.9288227274,12.3780881395,54.0049620133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16054,54,16,54 - 016,12.4401799377,53.9656597291,12.3780881395,54.0049620133,12.3739345422,53.9288227274,12.5021597731,53.9263249539,12.5065373868,54.0024600909,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16055,55,16,55 - 016,12.5685096195,53.9630941678,12.5065373868,54.0024600909,12.5021597731,53.9263249539,12.6303699313,53.9236958656,12.6349714821,53.9998266359,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16056,56,16,56 - 016,12.6968238033,53.9603971939,12.6349714821,53.9998266359,12.6303699313,53.9236958656,12.7585642475,53.9209354849,12.7633896524,53.9970616708,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16057,57,16,57 - 016,12.8251217184,53.9575688307,12.7633896524,53.9970616708,12.7585642475,53.9209354849,12.8867419533,53.9180438355,12.8917911250,53.9941652196,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16058,58,16,58 - 016,12.9534025944,53.9546091024,12.8917911250,53.9941652196,12.8867419533,53.9180438355,13.0149022807,53.9150209424,13.0201751279,53.9911373070,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16059,59,16,59 - 016,13.0816656616,53.9515180344,13.0201751279,53.9911373070,13.0149022807,53.9150209424,13.1430444624,53.9118668313,13.1485408898,53.9879779592,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16060,60,16,60 - 016,13.2099101511,53.9482956534,13.1485408898,53.9879779592,13.1430444624,53.9118668313,13.2711677315,53.9085815294,13.2768876399,53.9846872033,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16061,61,16,61 - 016,13.3381352946,53.9449419869,13.2768876399,53.9846872033,13.2711677315,53.9085815294,13.3992713222,53.9051650649,13.4052146083,53.9812650676,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16062,62,16,62 - 016,13.4663403242,53.9414570638,13.4052146083,53.9812650676,13.3992713222,53.9051650649,13.5273544692,53.9016174670,13.5335210257,53.9777115815,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16063,63,16,63 - 016,13.5945244732,53.9378409140,13.5335210257,53.9777115815,13.5273544692,53.9016174670,13.6554164078,53.8979387661,13.6618061235,53.9740267756,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16064,64,16,64 - 016,13.7226869754,53.9340935685,13.6618061235,53.9740267756,13.6554164078,53.8979387661,13.7834563742,53.8941289938,13.7900691339,53.9702106815,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16065,65,16,65 - 016,13.8508270653,53.9302150595,13.7900691339,53.9702106815,13.7834563742,53.8941289938,13.9114736056,53.8901881827,13.9183092900,53.9662633320,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16066,66,16,66 - 016,13.9789439783,53.9262054202,13.9183092900,53.9662633320,13.9114736056,53.8901881827,14.0394673396,53.8861163665,14.0465258255,53.9621847609,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16067,67,16,67 - 016,14.1070369508,53.9220646850,14.0465258255,53.9621847609,14.0394673396,53.8861163665,14.1674368149,53.8819135802,14.1747179753,53.9579750033,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16068,68,16,68 - 016,14.2351052198,53.9177928895,14.1747179753,53.9579750033,14.1674368149,53.8819135802,14.2953812710,53.8775798598,14.3028849747,53.9536340954,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16069,69,16,69 - 016,14.3631480233,53.9133900701,14.3028849747,53.9536340954,14.2953812710,53.8775798598,14.4232999483,53.8731152422,14.4310260604,53.9491620743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16070,70,16,70 - 016,14.4911646002,53.9088562647,14.4310260604,53.9491620743,14.4232999483,53.8731152422,14.5511920883,53.8685197657,14.5591404697,53.9445589784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16071,71,16,71 - 016,14.6191541903,53.9041915121,14.5591404697,53.9445589784,14.5511920883,53.8685197657,14.6790569331,53.8637934696,14.6872274410,53.9398248473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16072,72,16,72 - 016,14.7471160346,53.8993958522,14.6872274410,53.9398248473,14.6790569331,53.8637934696,14.8068937261,53.8589363943,14.8152862136,53.9349597213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16073,73,16,73 - 016,14.8750493747,53.8944693260,14.8152862136,53.9349597213,14.8068937261,53.8589363943,14.9347017114,53.8539485814,14.9433160279,53.9299636423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16074,74,16,74 - 016,15.0029534536,53.8894119758,14.9433160279,53.9299636423,14.9347017114,53.8539485814,15.0624801345,53.8488300734,15.0713161253,53.9248366531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16075,75,16,75 - 016,15.1308275151,53.8842238447,15.0713161253,53.9248366531,15.0624801345,53.8488300734,15.1902282417,53.8435809141,15.1992857482,53.9195787975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16076,76,16,76 - 016,15.2586708042,53.8789049772,15.1992857482,53.9195787975,15.1902282417,53.8435809141,15.3179452804,53.8382011483,15.3272241403,53.9141901205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16077,77,16,77 - 016,15.3864825668,53.8734554187,15.3272241403,53.9141901205,15.3179452804,53.8382011483,15.4456304991,53.8326908219,15.4551305461,53.9086706683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16078,78,16,78 - 016,15.5142620503,53.8678752157,15.4551305461,53.9086706683,15.4456304991,53.8326908219,15.5732831476,53.8270499820,15.5830042116,53.9030204880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17000,0,17,00 - 017,5.5166590225,53.8328097088,5.4488079117,53.8685197657,5.4567286619,53.7924735669,5.5843992995,53.7970614419,5.5767000517,53.8731152422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17001,1,17,01 - 017,5.6444536443,53.8373360115,5.5767000517,53.8731152422,5.5843992995,53.7970614419,5.7120963366,53.8015186734,5.7046187290,53.8775798598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17002,2,17,02 - 017,5.7722743562,53.8417315440,5.7046187290,53.8775798598,5.7120963366,53.8015186734,5.8398190183,53.8058452233,5.8325631851,53.8819135802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17003,3,17,03 - 017,5.9001204010,53.8459962685,5.8325631851,53.8819135802,5.8398190183,53.8058452233,5.9675665890,53.8100410548,5.9605326604,53.8861163665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17004,4,17,04 - 017,6.0279910206,53.8501301486,5.9605326604,53.8861163665,5.9675665890,53.8100410548,6.0953382922,53.8141061319,6.0885263944,53.8901881827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17005,5,17,05 - 017,6.1558854561,53.8541331491,6.0885263944,53.8901881827,6.0953382922,53.8141061319,6.2231333703,53.8180404199,6.2165436258,53.8941289938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17006,6,17,06 - 017,6.2838029477,53.8580052355,6.2165436258,53.8941289938,6.2231333703,53.8180404199,6.3509510653,53.8218438853,6.3445835922,53.8979387661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17007,7,17,07 - 017,6.4117427347,53.8617463749,6.3445835922,53.8979387661,6.3509510653,53.8218438853,6.4787906179,53.8255164955,6.4726455308,53.9016174670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17008,8,17,08 - 017,6.5397040557,53.8653565351,6.4726455308,53.9016174670,6.4787906179,53.8255164955,6.6066512684,53.8290582191,6.6007286778,53.9051650649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17009,9,17,09 - 017,6.6676861485,53.8688356854,6.6007286778,53.9051650649,6.6066512684,53.8290582191,6.7345322561,53.8324690258,6.7288322685,53.9085815294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17010,10,17,10 - 017,6.7956882501,53.8721837958,6.7288322685,53.9085815294,6.7345322561,53.8324690258,6.8624328197,53.8357488866,6.8569555376,53.9118668313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17011,11,17,11 - 017,6.9237095969,53.8754008378,6.8569555376,53.9118668313,6.8624328197,53.8357488866,6.9903521972,53.8388977732,6.9850977193,53.9150209424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17012,12,17,12 - 017,7.0517494245,53.8784867837,6.9850977193,53.9150209424,6.9903521972,53.8388977732,7.1182896259,53.8419156588,7.1132580467,53.9180438355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17013,13,17,13 - 017,7.1798069679,53.8814416071,7.1132580467,53.9180438355,7.1182896259,53.8419156588,7.2462443424,53.8448025175,7.2414357525,53.9209354849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17014,14,17,14 - 017,7.3078814615,53.8842652827,7.2414357525,53.9209354849,7.2462443424,53.8448025175,7.3742155827,53.8475583246,7.3696300687,53.9236958656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17015,15,17,15 - 017,7.4359721388,53.8869577863,7.3696300687,53.9236958656,7.3742155827,53.8475583246,7.5022025822,53.8501830566,7.4978402269,53.9263249539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17016,16,17,16 - 017,7.5640782332,53.8895190948,7.4978402269,53.9263249539,7.5022025822,53.8501830566,7.6302045758,53.8526766909,7.6260654578,53.9288227274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17017,17,17,17 - 017,7.6921989772,53.8919491862,7.6260654578,53.9288227274,7.6302045758,53.8526766909,7.7582207979,53.8550392062,7.7543049917,53.9311891644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17018,18,17,18 - 017,7.8203336028,53.8942480398,7.7543049917,53.9311891644,7.7582207979,53.8550392062,7.8862504822,53.8572705822,7.8825580585,53.9334242449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17019,19,17,19 - 017,7.9484813416,53.8964156357,7.8825580585,53.9334242449,7.8862504822,53.8572705822,8.0142928620,53.8593707998,8.0108238875,53.9355279494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17020,20,17,20 - 017,8.0766414246,53.8984519554,8.0108238875,53.9355279494,8.0142928620,53.8593707998,8.1423471703,53.8613398411,8.1391017075,53.9375002600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17021,21,17,21 - 017,8.2048130827,53.9003569814,8.1391017075,53.9375002600,8.1423471703,53.8613398411,8.2704126394,53.8631776891,8.2673907469,53.9393411597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17022,22,17,22 - 017,8.3329955458,53.9021306974,8.2673907469,53.9393411597,8.2704126394,53.8631776891,8.3984885015,53.8648843282,8.3956902338,53.9410506328,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17023,23,17,23 - 017,8.4611880440,53.9037730881,8.3956902338,53.9410506328,8.3984885015,53.8648843282,8.5265739880,53.8664597436,8.5239993957,53.9426286644,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17024,24,17,24 - 017,8.5893898066,53.9052841395,8.5239993957,53.9426286644,8.5265739880,53.8664597436,8.6546683305,53.8679039218,8.6523174600,53.9440752410,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17025,25,17,25 - 017,8.7176000629,53.9066638386,8.6523174600,53.9440752410,8.6546683305,53.8679039218,8.7827707598,53.8692168506,8.7806436536,53.9453903503,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17026,26,17,26 - 017,8.8458180415,53.9079121734,8.7806436536,53.9453903503,8.7827707598,53.8692168506,8.9108805067,53.8703985186,8.9089772032,53.9465739809,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17027,27,17,27 - 017,8.9740429712,53.9090291334,8.9089772032,53.9465739809,8.9108805067,53.8703985186,9.0389968015,53.8714489156,9.0373173352,53.9476261225,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17028,28,17,28 - 017,9.1022740801,53.9100147089,9.0373173352,53.9476261225,9.0389968015,53.8714489156,9.1671188746,53.8723680328,9.1656632757,53.9485467663,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
