index_rc,col,row,col_row,x_cent_geo,y_cent_geo,x1_nw_geo,y1_nw_geo,x2_sw_geo,y2_sw_geo,x3_se_geo,y3_se_geo,x4_ne_geo,y4_ne_geo,sh,hh,ni,hb,nw,he,rp,bw,by,sl,be,bb,mv,sn,st,th
69013,13,69,13 - 069,7.4143809317,49.9168661696,7.3535498999,49.9536683799,7.3577796425,49.8773796406,7.4751181538,49.8800318156,7.4710759501,49.9563248201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69014,14,69,14 - 069,7.5318195965,49.9194602226,7.4710759501,49.9563248201,7.4751181538,49.8800318156,7.5924694046,49.8825635753,7.5886148010,49.9588606517,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69015,15,69,15 - 069,7.6492707359,49.9219337540,7.5886148010,49.9588606517,7.5924694046,49.8825635753,7.7098328050,49.8849749006,7.7061658598,49.9612758554,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69016,16,69,16 - 069,7.7667337581,49.9242867449,7.7061658598,49.9612758554,7.7098328050,49.8849749006,7.8272077646,49.8872657730,7.8237285335,49.9635704128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69017,17,69,17 - 069,7.8842080714,49.9265191775,7.8237285335,49.9635704128,7.8272077646,49.8872657730,7.9445936928,49.8894361751,7.9413022286,49.9657443063,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69018,18,69,18 - 069,8.0016930833,49.9286310346,7.9413022286,49.9657443063,7.9445936928,49.8894361751,8.0619899986,49.8914860904,8.0588863511,49.9677975194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69019,19,69,19 - 069,8.1191882015,49.9306223002,8.0588863511,49.9677975194,8.0619899986,49.8914860904,8.1793960907,49.8934155034,8.1764803069,49.9697300364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69020,20,69,20 - 069,8.2366928328,49.9324929592,8.1764803069,49.9697300364,8.1793960907,49.8934155034,8.2968113773,49.8952243992,8.2940835016,49.9715418425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69021,21,69,21 - 069,8.3542063843,49.9342429972,8.2940835016,49.9715418425,8.2968113773,49.8952243992,8.4142352667,49.8969127641,8.4116953404,49.9732329240,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
69022,22,69,22 - 069,8.4717282624,49.9358724009,8.4116953404,49.9732329240,8.4142352667,49.8969127641,8.5316671667,49.8984805853,8.5293152283,49.9748032679,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69023,23,69,23 - 069,8.5892578734,49.9373811579,8.5293152283,49.9748032679,8.5316671667,49.8984805853,8.6491064848,49.8999278508,8.6469425700,49.9762528622,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69024,24,69,24 - 069,8.7067946234,49.9387692567,8.6469425700,49.9762528622,8.6491064848,49.8999278508,8.7665526285,49.9012545496,8.7645767702,49.9775816959,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69025,25,69,25 - 069,8.8243379183,49.9400366868,8.7645767702,49.9775816959,8.7665526285,49.9012545496,8.8840050048,49.9024606716,8.8822172330,49.9787897588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69026,26,69,26 - 069,8.9418871636,49.9411834383,8.8822172330,49.9787897588,8.8840050048,49.9024606716,9.0014630209,49.9035462076,8.9998633627,49.9798770418,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69027,27,69,27 - 069,9.0594417649,49.9422095027,8.9998633627,49.9798770418,9.0014630209,49.9035462076,9.1189260835,49.9045111493,9.1175145632,49.9808435364,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
69028,28,69,28 - 069,9.1770011274,49.9431148720,9.1175145632,49.9808435364,9.1189260835,49.9045111493,9.2363935992,49.9053554894,9.2351702382,49.9816892353,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69029,29,69,29 - 069,9.2945646564,49.9438995394,9.2351702382,49.9816892353,9.2363935992,49.9053554894,9.3538649745,49.9060792214,9.3528297915,49.9824141321,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69030,30,69,30 - 069,9.4121317568,49.9445634988,9.3528297915,49.9824141321,9.3538649745,49.9060792214,9.4713396160,49.9066823399,9.4704926266,49.9830182213,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69031,31,69,31 - 069,9.5297018335,49.9451067453,9.4704926266,49.9830182213,9.4713396160,49.9066823399,9.5888169298,49.9071648402,9.5881581470,49.9835014981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69032,32,69,32 - 069,9.6472742915,49.9455292746,9.5881581470,49.9835014981,9.5888169298,49.9071648402,9.7062963222,49.9075267186,9.7058257559,49.9838639590,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69033,33,69,33 - 069,9.7648485354,49.9458310836,9.7058257559,49.9838639590,9.7062963222,49.9075267186,9.8237771994,49.9077679724,9.8234948568,49.9841056011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69034,34,69,34 - 069,9.8824239700,49.9460121699,9.8234948568,49.9841056011,9.8237771994,49.9077679724,9.9412589675,49.9078885998,9.9411648528,49.9842264226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69035,35,69,35 - 069,10.0000000000,49.9460725321,9.9411648528,49.9842264226,9.9412589675,49.9078885998,10.0587410325,49.9078885998,10.0588351472,49.9842264226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69036,36,69,36 - 069,10.1175760300,49.9460121699,10.0588351472,49.9842264226,10.0587410325,49.9078885998,10.1762228006,49.9077679724,10.1765051432,49.9841056011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69037,37,69,37 - 069,10.2351514646,49.9458310836,10.1765051432,49.9841056011,10.1762228006,49.9077679724,10.2937036778,49.9075267186,10.2941742441,49.9838639590,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69038,38,69,38 - 069,10.3527257085,49.9455292746,10.2941742441,49.9838639590,10.2937036778,49.9075267186,10.4111830702,49.9071648402,10.4118418530,49.9835014981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69039,39,69,39 - 069,10.4702981665,49.9451067453,10.4118418530,49.9835014981,10.4111830702,49.9071648402,10.5286603840,49.9066823399,10.5295073734,49.9830182213,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69040,40,69,40 - 069,10.5878682432,49.9445634988,10.5295073734,49.9830182213,10.5286603840,49.9066823399,10.6461350255,49.9060792214,10.6471702085,49.9824141321,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69041,41,69,41 - 069,10.7054353436,49.9438995394,10.6471702085,49.9824141321,10.6461350255,49.9060792214,10.7636064008,49.9053554894,10.7648297618,49.9816892353,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69042,42,69,42 - 069,10.8229988726,49.9431148720,10.7648297618,49.9816892353,10.7636064008,49.9053554894,10.8810739165,49.9045111493,10.8824854368,49.9808435364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69043,43,69,43 - 069,10.9405582351,49.9422095027,10.8824854368,49.9808435364,10.8810739165,49.9045111493,10.9985369791,49.9035462076,11.0001366373,49.9798770418,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69044,44,69,44 - 069,11.0581128364,49.9411834383,11.0001366373,49.9798770418,10.9985369791,49.9035462076,11.1159949952,49.9024606716,11.1177827670,49.9787897588,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69045,45,69,45 - 069,11.1756620817,49.9400366868,11.1177827670,49.9787897588,11.1159949952,49.9024606716,11.2334473715,49.9012545496,11.2354232298,49.9775816959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69046,46,69,46 - 069,11.2932053766,49.9387692567,11.2354232298,49.9775816959,11.2334473715,49.9012545496,11.3508935152,49.8999278508,11.3530574300,49.9762528622,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69047,47,69,47 - 069,11.4107421266,49.9373811579,11.3530574300,49.9762528622,11.3508935152,49.8999278508,11.4683328333,49.8984805853,11.4706847717,49.9748032679,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69048,48,69,48 - 069,11.5282717376,49.9358724009,11.4706847717,49.9748032679,11.4683328333,49.8984805853,11.5857647333,49.8969127641,11.5883046596,49.9732329240,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69049,49,69,49 - 069,11.6457936157,49.9342429972,11.5883046596,49.9732329240,11.5857647333,49.8969127641,11.7031886227,49.8952243992,11.7059164984,49.9715418425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69050,50,69,50 - 069,11.7633071672,49.9324929592,11.7059164984,49.9715418425,11.7031886227,49.8952243992,11.8206039093,49.8934155034,11.8235196931,49.9697300364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69051,51,69,51 - 069,11.8808117985,49.9306223002,11.8235196931,49.9697300364,11.8206039093,49.8934155034,11.9380100014,49.8914860904,11.9411136489,49.9677975194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69052,52,69,52 - 069,11.9983069167,49.9286310346,11.9411136489,49.9677975194,11.9380100014,49.8914860904,12.0554063072,49.8894361751,12.0586977714,49.9657443063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69053,53,69,53 - 069,12.1157919286,49.9265191775,12.0586977714,49.9657443063,12.0554063072,49.8894361751,12.1727922354,49.8872657730,12.1762714665,49.9635704128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69054,54,69,54 - 069,12.2332662419,49.9242867449,12.1762714665,49.9635704128,12.1727922354,49.8872657730,12.2901671950,49.8849749006,12.2938341402,49.9612758554,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69055,55,69,55 - 069,12.3507292641,49.9219337540,12.2938341402,49.9612758554,12.2901671950,49.8849749006,12.4075305954,49.8825635753,12.4113851990,49.9588606517,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69056,56,69,56 - 069,12.4681804035,49.9194602226,12.4113851990,49.9588606517,12.4075305954,49.8825635753,12.5248818462,49.8800318156,12.5289240499,49.9563248201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69057,57,69,57 - 069,12.5856190683,49.9168661696,12.5289240499,49.9563248201,12.5248818462,49.8800318156,12.6422203575,49.8773796406,12.6464501001,49.9536683799,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69058,58,69,58 - 069,12.7030446676,49.9141516148,12.6464501001,49.9536683799,12.6422203575,49.8773796406,12.7595455397,49.8746070706,12.7639627570,49.9508913514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69059,59,69,59 - 069,12.8204566103,49.9113165787,12.7639627570,49.9508913514,12.7595455397,49.8746070706,12.8768568036,49.8717141266,12.8814614288,49.9479937557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69060,60,69,60 - 069,12.9378543063,49.9083610831,12.8814614288,49.9479937557,12.8768568036,49.8717141266,12.9941535604,49.8687008307,12.9989455238,49.9449756149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69061,61,69,61 - 069,13.0552371655,49.9052851503,12.9989455238,49.9449756149,12.9941535604,49.8687008307,13.1114352219,49.8655672057,13.1164144510,49.9418369521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69062,62,69,62 - 069,13.1726045985,49.9020888039,13.1164144510,49.9418369521,13.1114352219,49.8655672057,13.2287012001,49.8623132755,13.2338676196,49.9385777911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69063,63,69,63 - 069,13.2899560162,49.8987720681,13.2338676196,49.9385777911,13.2287012001,49.8623132755,13.3459509078,49.8589390649,13.3513044395,49.9351981567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69064,64,69,64 - 069,13.4072908301,49.8953349682,13.3513044395,49.9351981567,13.3459509078,49.8589390649,13.4631837580,49.8554445994,13.4687243210,49.9316980748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69065,65,69,65 - 069,13.5246084522,49.8917775303,13.4687243210,49.9316980748,13.4631837580,49.8554445994,13.5803991643,49.8518299056,13.5861266748,49.9280775719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69066,66,69,66 - 069,13.6419082948,49.8880997815,13.5861266748,49.9280775719,13.5803991643,49.8518299056,13.6975965408,49.8480950111,13.7035109124,49.9243366757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69067,67,69,67 - 069,13.7591897712,49.8843017498,13.7035109124,49.9243366757,13.6975965408,49.8480950111,13.8147753023,49.8442399440,13.8208764456,49.9204754145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69068,68,69,68 - 069,13.8764522947,49.8803834640,13.8208764456,49.9204754145,13.8147753023,49.8442399440,13.9319348640,49.8402647338,13.9382226869,49.9164938179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69069,69,69,69 - 069,13.9936952796,49.8763449538,13.9382226869,49.9164938179,13.9319348640,49.8402647338,14.0490746417,49.8361694106,14.0555490493,49.9123919160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69070,70,69,70 - 069,14.1109181405,49.8721862501,14.0555490493,49.9123919160,14.0490746417,49.8361694106,14.1661940518,49.8319540055,14.1728549465,49.9081697400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69071,71,69,71 - 069,14.2281202929,49.8679073844,14.1728549465,49.9081697400,14.1661940518,49.8319540055,14.2832925114,49.8276185505,14.2901397927,49.9038273221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69072,72,69,72 - 069,14.3453011526,49.8635083891,14.2901397927,49.9038273221,14.2832925114,49.8276185505,14.4003694381,49.8231630784,14.4074030028,49.8993646954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69073,73,69,73 - 069,14.4624601363,49.8589892977,14.4074030028,49.8993646954,14.4003694381,49.8231630784,14.5174242502,49.8185876231,14.5246439924,49.8947818936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69074,74,69,74 - 069,14.5795966613,49.8543501446,14.5246439924,49.8947818936,14.5174242502,49.8185876231,14.6344563666,49.8138922192,14.6418621776,49.8900789516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69075,75,69,75 - 069,14.6967101454,49.8495909648,14.6418621776,49.8900789516,14.6344563666,49.8138922192,14.7514652071,49.8090769023,14.7590569754,49.8852559052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69076,76,69,76 - 069,14.8138000072,49.8447117945,14.7590569754,49.8852559052,14.7514652071,49.8090769023,14.8684501920,49.8041417090,14.8762278033,49.8803127909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69077,77,69,77 - 069,14.9308656662,49.8397126708,14.8762278033,49.8803127909,14.8684501920,49.8041417090,14.9854107423,49.7990866766,14.9933740798,49.8752496464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69078,78,69,78 - 069,15.0479065424,49.8345936314,14.9933740798,49.8752496464,14.9854107423,49.7990866766,15.1023462798,49.7939118434,15.1104952237,49.8700665099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,0,70,00 - 070,5.8956390538,49.7959672755,5.8338059482,49.8319540055,5.8404456343,49.7557386358,5.9573791475,49.7599472843,5.9509253583,49.8361694106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70001,1,70,01 - 070,6.0126756741,49.8001193115,5.9509253583,49.8361694106,5.9573791475,49.7599472843,6.0743329313,49.7640360427,6.0680651360,49.8402647338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70002,2,70,02 - 070,6.1297323223,49.8041513459,6.0680651360,49.8402647338,6.0743329313,49.7640360427,6.1913064047,49.7680048799,6.1852246977,49.8442399440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70003,3,70,03 - 070,6.2468084160,49.8080633480,6.1852246977,49.8442399440,6.1913064047,49.7680048799,6.3082989865,49.7718537659,6.3024034592,49.8480950111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70004,4,70,04 - 070,6.3639033721,49.8118552883,6.3024034592,49.8480950111,6.3082989865,49.7718537659,6.4253100945,49.7755826715,6.4196008357,49.8518299056,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70005,5,70,05 - 070,6.4810166069,49.8155271380,6.4196008357,49.8518299056,6.4253100945,49.7755826715,6.5423391463,49.7791915684,6.5368162420,49.8554445994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70006,6,70,06 - 070,6.5981475362,49.8190788691,6.5368162420,49.8554445994,6.5423391463,49.7791915684,6.6593855588,49.7826804293,6.6540490922,49.8589390649,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70007,7,70,07 - 070,6.7152955752,49.8225104548,6.6540490922,49.8589390649,6.6593855588,49.7826804293,6.7764487484,49.7860492277,6.7712987999,49.8623132755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70008,8,70,08 - 070,6.8324601388,49.8258218689,6.7712987999,49.8623132755,6.7764487484,49.7860492277,6.8935281309,49.7892979381,6.8885647781,49.8655672057,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70009,9,70,09 - 070,6.9496406412,49.8290130864,6.8885647781,49.8655672057,6.8935281309,49.7892979381,7.0106231218,49.7924265359,7.0058464396,49.8687008307,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70010,10,70,10 - 070,7.0668364962,49.8320840830,7.0058464396,49.8687008307,7.0106231218,49.7924265359,7.1277331360,49.7954349972,7.1231431964,49.8717141266,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70011,11,70,11 - 070,7.1840471170,49.8350348354,7.1231431964,49.8717141266,7.1277331360,49.7954349972,7.2448575880,49.7983232993,7.2404544603,49.8746070706,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70012,12,70,12 - 070,7.3012719165,49.8378653211,7.2404544603,49.8746070706,7.2448575880,49.7983232993,7.3619958918,49.8010914202,7.3577796425,49.8773796406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70013,13,70,13 - 070,7.4185103073,49.8405755187,7.3577796425,49.8773796406,7.3619958918,49.8010914202,7.4791474610,49.8037393390,7.4751181538,49.8800318156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70014,14,70,14 - 070,7.5357617012,49.8431654076,7.4751181538,49.8800318156,7.4791474610,49.8037393390,7.5963117090,49.8062670355,7.5924694046,49.8825635753,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70015,15,70,15 - 070,7.6530255100,49.8456349680,7.5924694046,49.8825635753,7.5963117090,49.8062670355,7.7134880485,49.8086744905,7.7098328050,49.8849749006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70016,16,70,16 - 070,7.7703011448,49.8479841812,7.7098328050,49.8849749006,7.7134880485,49.8086744905,7.8306758921,49.8109616858,7.8272077646,49.8872657730,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70017,17,70,17 - 070,7.8875880167,49.8502130294,7.8272077646,49.8872657730,7.8306758921,49.8109616858,7.9478746518,49.8131286040,7.9445936928,49.8894361751,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70018,18,70,18 - 070,8.0048855361,49.8523214956,7.9445936928,49.8894361751,7.9478746518,49.8131286040,8.0650837394,49.8151752285,8.0619899986,49.8914860904,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70019,19,70,19 - 070,8.1221931134,49.8543095637,8.0619899986,49.8914860904,8.0650837394,49.8151752285,8.1823025666,49.8171015439,8.1793960907,49.8934155034,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70020,20,70,20 - 070,8.2395101584,49.8561772186,8.1793960907,49.8934155034,8.1823025666,49.8171015439,8.2995305444,49.8189075356,8.2968113773,49.8952243992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70021,21,70,21 - 070,8.3568360808,49.8579244462,8.2968113773,49.8952243992,8.2995305444,49.8189075356,8.4167670839,49.8205931897,8.4142352667,49.8969127641,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
70022,22,70,22 - 070,8.4741702900,49.8595512330,8.4142352667,49.8969127641,8.4167670839,49.8205931897,8.5340115956,49.8221584936,8.5316671667,49.8984805853,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70023,23,70,23 - 070,8.5915121952,49.8610575669,8.5316671667,49.8984805853,8.5340115956,49.8221584936,8.6512634900,49.8236034352,8.6491064848,49.8999278508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70024,24,70,24 - 070,8.7088612051,49.8624434362,8.6491064848,49.8999278508,8.6512634900,49.8236034352,8.7685221773,49.8249280036,8.7665526285,49.9012545496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70025,25,70,25 - 070,8.8262167286,49.8637088305,8.7665526285,49.9012545496,8.7685221773,49.8249280036,8.8857870675,49.8261321888,8.8840050048,49.9024606716,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70026,26,70,26 - 070,8.9435781741,49.8648537400,8.8840050048,49.9024606716,8.8857870675,49.8261321888,9.0030575704,49.8272159816,9.0014630209,49.9035462076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70027,27,70,27 - 070,9.0609449499,49.8658781562,9.0014630209,49.9035462076,9.0030575704,49.8272159816,9.1203330957,49.8281793737,9.1189260835,49.9045111493,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
70028,28,70,28 - 070,9.1783164642,49.8667820712,9.1189260835,49.9045111493,9.1203330957,49.8281793737,9.2376130529,49.8290223578,9.2363935992,49.9053554894,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70029,29,70,29 - 070,9.2956921249,49.8675654781,9.2363935992,49.9053554894,9.2376130529,49.8290223578,9.3548968512,49.8297449275,9.3538649745,49.9060792214,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70030,30,70,30 - 070,9.4130713400,49.8682283709,9.3538649745,49.9060792214,9.3548968512,49.8297449275,9.4721839001,49.8303470773,9.4713396160,49.9066823399,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70031,31,70,31 - 070,9.5304535172,49.8687707447,9.4713396160,49.9066823399,9.4721839001,49.8303470773,9.5894736085,49.8308288027,9.5888169298,49.9071648402,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70032,32,70,32 - 070,9.6478380642,49.8691925952,9.5888169298,49.9071648402,9.5894736085,49.8308288027,9.7067653855,49.8311900999,9.7062963222,49.9075267186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70033,33,70,33 - 070,9.7652243887,49.8694939194,9.7062963222,49.9075267186,9.7067653855,49.8311900999,9.8240586402,49.8314309663,9.8237771994,49.9077679724,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70034,34,70,34 - 070,9.8826118981,49.8696747147,9.8237771994,49.9077679724,9.8240586402,49.8314309663,9.9413527816,49.8315513999,9.9412589675,49.9078885998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70035,35,70,35 - 070,10.0000000000,49.8697349800,9.9412589675,49.9078885998,9.9413527816,49.8315513999,10.0586472184,49.8315513999,10.0587410325,49.9078885998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70036,36,70,36 - 070,10.1173881019,49.8696747147,10.0587410325,49.9078885998,10.0586472184,49.8315513999,10.1759413598,49.8314309663,10.1762228006,49.9077679724,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70037,37,70,37 - 070,10.2347756113,49.8694939194,10.1762228006,49.9077679724,10.1759413598,49.8314309663,10.2932346145,49.8311900999,10.2937036778,49.9075267186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70038,38,70,38 - 070,10.3521619358,49.8691925952,10.2937036778,49.9075267186,10.2932346145,49.8311900999,10.4105263915,49.8308288027,10.4111830702,49.9071648402,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70039,39,70,39 - 070,10.4695464828,49.8687707447,10.4111830702,49.9071648402,10.4105263915,49.8308288027,10.5278160999,49.8303470773,10.5286603840,49.9066823399,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70040,40,70,40 - 070,10.5869286600,49.8682283709,10.5286603840,49.9066823399,10.5278160999,49.8303470773,10.6451031488,49.8297449275,10.6461350255,49.9060792214,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70041,41,70,41 - 070,10.7043078751,49.8675654781,10.6461350255,49.9060792214,10.6451031488,49.8297449275,10.7623869471,49.8290223578,10.7636064008,49.9053554894,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70042,42,70,42 - 070,10.8216835358,49.8667820712,10.7636064008,49.9053554894,10.7623869471,49.8290223578,10.8796669043,49.8281793737,10.8810739165,49.9045111493,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70043,43,70,43 - 070,10.9390550501,49.8658781562,10.8810739165,49.9045111493,10.8796669043,49.8281793737,10.9969424296,49.8272159816,10.9985369791,49.9035462076,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70044,44,70,44 - 070,11.0564218259,49.8648537400,10.9985369791,49.9035462076,10.9969424296,49.8272159816,11.1142129325,49.8261321888,11.1159949952,49.9024606716,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70045,45,70,45 - 070,11.1737832714,49.8637088305,11.1159949952,49.9024606716,11.1142129325,49.8261321888,11.2314778227,49.8249280036,11.2334473715,49.9012545496,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70046,46,70,46 - 070,11.2911387949,49.8624434362,11.2334473715,49.9012545496,11.2314778227,49.8249280036,11.3487365100,49.8236034352,11.3508935152,49.8999278508,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70047,47,70,47 - 070,11.4084878048,49.8610575669,11.3508935152,49.8999278508,11.3487365100,49.8236034352,11.4659884044,49.8221584936,11.4683328333,49.8984805853,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70048,48,70,48 - 070,11.5258297100,49.8595512330,11.4683328333,49.8984805853,11.4659884044,49.8221584936,11.5832329161,49.8205931897,11.5857647333,49.8969127641,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70049,49,70,49 - 070,11.6431639192,49.8579244462,11.5857647333,49.8969127641,11.5832329161,49.8205931897,11.7004694556,49.8189075356,11.7031886227,49.8952243992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70050,50,70,50 - 070,11.7604898416,49.8561772186,11.7031886227,49.8952243992,11.7004694556,49.8189075356,11.8176974334,49.8171015439,11.8206039093,49.8934155034,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70051,51,70,51 - 070,11.8778068866,49.8543095637,11.8206039093,49.8934155034,11.8176974334,49.8171015439,11.9349162606,49.8151752285,11.9380100014,49.8914860904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70052,52,70,52 - 070,11.9951144639,49.8523214956,11.9380100014,49.8914860904,11.9349162606,49.8151752285,12.0521253482,49.8131286040,12.0554063072,49.8894361751,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70053,53,70,53 - 070,12.1124119833,49.8502130294,12.0554063072,49.8894361751,12.0521253482,49.8131286040,12.1693241079,49.8109616858,12.1727922354,49.8872657730,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
